Episode,Counter,Time,Text
5,80,00:09:27,what's the point of fleeing?
5,81,00:09:32,i shattered his cervical nerve for sure.
5,82,00:09:40,"there's no way to revive him, especially in this stone world, with no medicine."
5,83,00:09:46,heart massage...
5,84,00:09:48,i don't even know if i'm doing it right.
5,85,00:09:50,but i have to do it.
5,86,00:09:54,"wait, artificial respiration?"
5,87,00:09:59,i think you should keep his neck still!
5,88,00:10:02,tsukasa-kun hit him in the neck.
5,89,00:10:05,senku-kun sacrificed himself for me.
5,90,00:10:13,senku sacrificed himself for you?
5,91,00:10:16,magic psychologyasagiri gen
5,92,00:10:18,here's a psychology quiz.
5,93,00:10:20,"suppose there's an accident,"
5,94,00:10:21,"and only you, your friend, or your lover can be saved."
5,95,00:10:26,what would you do?
5,96,00:10:28,i think i'd get stuck trying to decide between my friend and my lover.
5,97,00:10:31,wouldn't you obviously choose yourself?
5,98,00:10:33,how could you ever choose?
5,99,00:10:35,what kind of nasty quiz is that?
5,100,00:10:38,i'd say everyone.
5,101,00:10:41,i'd look for a fundamental rule that lets us all be saved.
5,102,00:10:47,wow! just the kind of thing a science club president would say.
5,103,00:10:51,"wait, that's allowed?"
5,104,00:10:53,"that's my choice, too, then!"
5,105,00:10:55,this psych quiz tells you who is the most important to you.
5,106,00:10:59,that's ten billion percent obvious.
5,107,00:11:01,that book's absolute trash.
5,108,00:11:06,senku would never kill himself.
5,109,00:11:09,"he'd never sacrifice himself, either."
5,110,00:11:11,he would have bet on some way we'd all be saved.
5,111,00:11:14,try to remember about senku.
5,112,00:11:17,we're his friends. we'd know.
5,113,00:11:20,there must be a hint!
5,114,00:11:26,his neck...
5,115,00:11:29,i think senku-kun was deliberately inviting tsukasa-kun to attack his neck.
5,116,00:11:39,that thing he was doing...
5,117,00:11:42,that's not a habit he's always had.
5,118,00:11:45,why did he keep touching his neck and cracking it like that?
5,119,00:11:52,there's a little bit of petrification left on his neck!
5,120,00:11:57,"when we were removing the petrification on your foot, didn't senku say..."
5,121,00:12:04,that small breaks are repaired when the petrification is undone?
5,122,00:12:10,"taiju-kun, the revival fluid!"
5,123,00:12:12,yeah!
5,124,00:12:16,"it might work on senku-kun's neck, too."
5,125,00:12:21,it might fix his neck when the petrification is undone.
5,126,00:12:39,the petrification's gone!
5,127,00:12:44,wake up!
5,128,00:12:45,i know you wouldn't die in a place like this!
5,129,00:12:51,"senku, you're..."
5,130,00:12:55,"the star of hope for humanity, for civilization!"
5,131,00:13:01,please!
5,132,00:13:03,come back!
5,133,00:13:04,"wake up, senku!"
5,134,00:13:27,"one, two, three, four, five, six, seven, eight, nine..."
5,135,00:13:39,all right.
5,136,00:13:41,"i can make it past 800,000 seconds without nearly losing consciousness now."
5,137,00:13:46,my brain's getting used to this.
5,138,00:13:51,"i've been frozen like this for117,354,889,550 seconds now."
5,139,00:14:02,"in other words, it's the 3,718th spring."
5,140,00:14:08,starting in the spring is an absolute must if i'm going to be revived.
5,141,00:14:14,"all right, if i'm going to get up, now's the time."
5,142,00:14:18,"get up already, me."
5,143,00:14:21,get up!
5,144,00:14:23,"get up, damn it!"
5,145,00:14:25,get up!
5,146,00:14:27,get up!
5,147,00:14:46,i broke out!
5,148,00:14:49,"i'd love to be that boisterous, but..."
5,149,00:14:55,i'm ten billion percent sure i would've done that if i were a simpleton like taiju.
5,150,00:15:01,my first priority is to secure my surroundings.
5,151,00:15:04,my own body is a hint that's worth its weight in gold.
5,152,00:15:11,"the location where i was lying down, my position..."
5,153,00:15:15,the order in which the mystery stone fragments fell off of me...
5,154,00:15:20,i'm going to keep every last piece for when i'm ready to investigate.
5,155,00:15:29,"yo, where you from?"
5,156,00:15:31,"where are you from, monkey?"
5,157,00:15:40,"dude, he's all shiny!"
5,158,00:15:42,gross!
5,159,00:15:43,that monkey's got shiny skin!
5,160,00:15:45,"he's got his nasty peepee out, too!"
5,161,00:15:48,"so do i, actually."
5,162,00:15:49,gross!
5,163,00:15:54,am i the first one they've seen?
5,164,00:16:02,it doesn't look like civilization survived.
5,165,00:16:06,which means i'm the first shiny monkey to be born on this planet.
5,166,00:16:15,this is exhilarating.
5,167,00:16:25,"it's been 117,354,893,870 seconds since i was petrified."
5,168,00:16:33,the mental arithmetic is getting hard.
5,169,00:16:36,the leap seconds are a pain in the ass.
5,170,00:16:39,"not to mention, earth is rotating"
5,171,00:16:41,seventeen millionths of a second slower every year.
5,172,00:16:45,little numbers don't mean anything.
5,173,00:16:49,{\an8}ad 5738april 1
5,174,00:16:49,"ad 5738, april 1st."
5,175,00:16:54,today is year zero.
5,176,00:16:57,it all starts here.
5,177,00:17:10,take a look at the power of the shiny monkey.
5,178,00:17:13,i'm going to build a civilization with enough technology to take us to space.
5,179,00:17:31,he's been rubbing that stick this whole time.
5,180,00:17:33,that shiny monkey's a dumb-dumb.
5,181,00:17:36,let's go home.
5,182,00:17:37,what a moron.
5,183,00:17:46,i'm neither a meathead like taiju
5,184,00:17:49,nor an ultra-dexterous craft club kid like yuzuriha.
5,185,00:17:52,there's no way i'm going to start a fire
5,186,00:17:55,using a primitive hand drill in japan's humidity.
5,187,00:18:05,that's right.
5,188,00:18:07,this shiny monkey has neither fangs nor claws.
5,189,00:18:11,"all i can do is improvise, one step at a time."
5,190,00:18:15,that's exactly what civilization is.
5,191,00:18:28,why does he keep banging the rock like that?
5,192,00:18:31,that shiny monkey's definitely a dumb-dumb.
5,193,00:18:39,there's some trick to it that i'll only learn through trial and error.
5,194,00:18:43,bash the edges off mid-air.
5,195,00:18:47,sharpen both sides of the edge by striking it on top of a surface.
5,196,00:18:53,"i have to use the right kind of rock for the job, too."
5,197,00:18:56,"this colorful rock, chert, is tough as hell."
5,198,00:19:00,nothing will work better for making a small knife.
5,199,00:19:04,learn everything.
5,200,00:19:06,try everything.
5,201,00:19:13,{\an4}\h\h\hshiny monkey\h\h\hacquired\h\h\hstone tools!!
5,202,00:19:22,i can unravel this like string cheese.
5,203,00:19:31,now he's twisting it.
5,204,00:19:33,"i bet his brain is shiny, too."
5,205,00:19:40,{\an4}\h\h\hshiny monkey\h\h\hacquired\h\h\hrope!!
5,206,00:19:46,there are actually quite a few animals that use tools.
5,207,00:19:51,"crows, otters, and orangutans, for example."
5,208,00:19:56,but there's only one species that uses science.
5,209,00:20:03,generating heat by using the oxidation of the gases given off by cellulose...
5,210,00:20:07,in other words...
5,211,00:20:12,combustion!
5,212,00:20:16,{\an4}\h\h\hshiny monkey\h\h\hacquired\h\h\hfire!!
5,213,00:20:51,i use ingenuity to take in everything the universe has to offer.
5,214,00:21:01,i'm the master of science!
5,215,00:21:47,i guess i haven't introduced myself yet.
5,216,00:21:50,nice to meet you.
5,217,00:21:54,what the hell is that?!
5,218,00:21:56,the shiny monkey isn't shiny anymore!
5,219,00:22:00,i'm the only one of my kind on this planet...
5,220,00:22:06,a human.
5,221,00:22:07,"{\an4}acquired food,clothing and shelter!!"
5,222,00:22:11,"i'm going to build a technological civilization from scratch,"
5,223,00:22:15,and this is where it starts.
5,224,00:23:55,{\an8}two nations of the stone world
5,225,00:23:58,{\an8}next episode
5,226,00:23:58,{\an8}two nations of the stone world
5,227,00:24:01,"this is a work of fiction, but the plants,animals, and production methods described are based on reality.foraging and making things on your own accord is extremely dangerousand, in some cases, illegal. please do not imitate without expertise."
6,1,00:00:22,it's finally starting to look like a real human dwelling.
6,2,00:00:27,"now, then..."
6,3,00:00:29,i don't think i can keep hitting the ignore button on my exhaustion anymore.
6,4,00:00:39,damn it! a human being on his own can barely make it through the day.
6,5,00:00:43,never mind science and progress.
6,6,00:00:47,if only i had one more person with a lot of strength...
6,7,00:00:57,i've already had my eye on this one.
6,8,00:00:59,"right by where i was revived,"
6,9,00:01:02,i'd seen the uncannily masculine hand of a guy who'd been swept here
6,10,00:01:06,from the same direction as me.
6,11,00:01:17,although i've already seen more of this face than i ever wanted to...
6,12,00:01:21,"it's been 3,700 years, huh?"
6,13,00:01:25,"hey, big oaf."
6,14,00:01:28,"now, then..."
6,15,00:01:29,time to get started on the senku laboratory.
6,16,00:01:32,"yo, big oaf."
6,17,00:01:34,what will it take for you to wake up like i did?
6,18,00:01:38,"what exactly was it that petrified all of humanity 3,700 years ago?"
6,19,00:01:45,alien technological attack hypothesis
6,20,00:01:46,number one...
6,21,00:01:47,"dude, earthlings are so lame."
6,22,00:01:49,let's turn them all into stone.
6,23,00:01:52,it did work on the swallows.
6,24,00:01:54,petrification beam!
6,25,00:01:56,"lawl, this is exhilarating!"
6,26,00:01:58,some nation's military weapon hypothesis
6,27,00:01:59,number two...
6,28,00:02:02,the petrification device is finally complete!
6,29,00:02:07,"oh, crap! it backfired!"
6,30,00:02:10,{\an1}newvirusstrainhypothesis
6,31,00:02:11,number three...
6,32,00:02:14,we're petrification viruses!
6,33,00:02:16,we infect only humans and swallows!
6,34,00:02:19,"rofl, this is exhilarating!"
6,35,00:02:24,the only thing that's certain
6,36,00:02:26,is that it targeted humans and swallows specifically.
6,37,00:02:31,"it seems like some kind of insane fantasy, but there must be some underlying rule."
6,38,00:02:35,which means i can fight it.
6,39,00:02:38,figuring out the rules is the basis of science.
6,40,00:02:42,i'm standing in the face of an uncharted branch of science.
6,41,00:02:49,this is exhilarating.
6,42,00:02:52,"now, think."
6,43,00:02:54,how did i get out of my petrification?
6,44,00:02:57,was it just simple deterioration?
6,45,00:02:59,"if it was deterioration, wouldn't the exposed surface have broken down first?"
6,46,00:03:07,but the stone statues are stone all the way through.
6,47,00:03:11,"for me,"
6,48,00:03:12,the surface stayed stone while the rest of me changed back into living cells.
6,49,00:03:17,it's the other way around!
6,50,00:03:19,the surface was too deteriorated to revert to living cells.
6,51,00:03:22,that's why it turned into a stone husk.
6,52,00:03:25,the parts of the surface that happened to be less petrified reverted to cells.
6,53,00:03:30,that must be why there are pieces missing from the shell.
6,54,00:03:34,so i wasn't revived because of deterioration.
6,55,00:03:39,"there's some special, outside factor."
6,56,00:03:42,the fragments closest to my head were on the ground in a pile.
6,57,00:03:47,which means the revival started from my head.
6,58,00:03:55,there's something in there.
6,59,00:04:09,this smell...
6,60,00:04:11,nitric acid!
6,61,00:04:14,the hair on the back of my neck is still petrified.
6,62,00:04:20,let's try it on this stone hair.
6,63,00:05:08,why did only i need nitric acid?
6,64,00:05:12,it's not working one millimeter on taiju or the others.
6,65,00:05:17,why?
6,66,00:05:18,what's the difference between me and the rest of them?
6,67,00:05:23,think...
6,68,00:05:25,i just need a hypothesis.
6,69,00:05:27,think.
6,70,00:05:29,think...
6,71,00:05:31,that's it! i was thinking!
6,72,00:05:35,"i stayed conscious for all 3,700 years."
6,73,00:05:40,the brain burns through 400 calories in a day.
6,74,00:05:44,"over 3,700 years, that works out to 2 terajoules."
6,75,00:05:49,where did all that energy come from?
6,76,00:05:52,e=mc².
6,77,00:05:55,energy and mass have equivalent exchange.
6,78,00:05:59,it's the foundation of science that old man einstein derived.
6,79,00:06:03,there's simply no way to make energy from nothing.
6,80,00:06:07,there's something in the stone that i was consuming in order to use my brain.
6,81,00:06:12,"which means if i can figure out what that was, i can undo the petrification."
6,82,00:06:17,try everything.
6,83,00:06:19,just try it.
6,84,00:06:22,"i really want to try nital, the industrial etching solution."
6,85,00:06:28,damn it.
6,86,00:06:29,too bad i don't have alcohol.
6,87,00:06:32,{\an8}laboratory
6,88,00:06:32,believe.
6,89,00:06:34,"try, try, try, try, try, try..."
6,90,00:06:40,and try some more.
6,91,00:06:45,never forget.
6,92,00:06:47,"petrification may be a fantasy,"
6,93,00:06:52,but the foundations of science are absolute.
6,94,00:07:02,i need more manpower.
6,95,00:07:05,"take the nitric acid and wake up already, you blockhead!"
6,96,00:07:11,"you're awake, aren't you?"
6,97,00:07:13,"you've been awake for the past 3,700 years!"
6,98,00:07:15,you're no different from me.
6,99,00:07:18,you don't know when to give up!
6,100,00:07:24,senku! i...
6,101,00:07:27,taiju...
6,102,00:07:29,i'll believe in you and wait for as long as it takes.
6,103,00:07:29,{\an8}i'll believe in you and wait for as long as it takes.
6,104,00:07:32,i'm hopeless without you!
6,105,00:07:32,{\an8}i'm hopeless without you!
6,106,00:07:36,"come back, taiju!"
6,107,00:07:37,"come back, senku!"
6,108,00:08:21,it stopped raining.
6,109,00:08:25,the thunderstorm that was keeping us camouflaged is gone.
6,110,00:08:29,don't raise your voices.
6,111,00:08:31,"if tsukasa hears us, we'll be instantly screwed."
6,112,00:08:35,you're right!
6,113,00:08:36,"he's not coming, is he?"
6,114,00:08:49,i'm impressed you noticed my neck.
6,115,00:08:52,i hardly gave you a speck of a hint.
6,116,00:08:55,"taiju, yuzuriha, you both get ten billion points."
6,117,00:10:33,{\an8}two nations of the stone world
6,118,00:10:42,sen...
6,119,00:10:43,...ku...
6,120,00:10:48,"never mind my cervical nerve, you just crushed my entire body!"
6,121,00:10:52,i'll kill you!
6,122,00:10:59,"i'm sure you know not to, but don't go thanking me for every little thing."
6,123,00:11:05,"i won't thank you, either."
6,124,00:11:10,"welcome back, senku-kun."
6,125,00:11:19,don't you think the shape on this hide kind of looks like a rocket?
6,126,00:11:22,"there are star-looking things, too!"
6,127,00:11:24,they don't look anything like it.
6,128,00:11:26,it looks like a science flag. i bet it'll look good on senku-kun.
6,129,00:11:29,"let's put it on his neck, just in case."
6,130,00:11:31,"oh, yeah!"
6,131,00:11:32,it'll be even better with a splint. see?
6,132,00:11:35,"uh, i really don't need this."
6,133,00:11:37,i'm all better now.
6,134,00:11:40,professor senku's self-sacrificing human experiment was a success.
6,135,00:11:44,the restorative effects of undoing petrification are too damn high.
6,136,00:11:50,"the petrification that's given us so much grief is what cured you, too, huh?"
6,137,00:11:55,"you said it when we made soap, too..."
6,138,00:11:58,but maybe this petrification is the stone of life that replaces doctors for us.
6,139,00:12:03,it's doctor stone!
6,140,00:12:15,"come to think of it, it's weird."
6,141,00:12:18,"when the petrification is undone, it repairs everything around it, too."
6,142,00:12:22,what a consideratescientific phenomenon.
6,143,00:12:27,i've been thinking this whole time...
6,144,00:12:30,who petrified humanity?
6,145,00:12:33,who attacked us?
6,146,00:12:36,no...
6,147,00:12:37,was it really even an attack?
6,148,00:12:46,"if it can fix senku-kun's neck,"
6,149,00:12:49,maybe if we piece together
6,150,00:12:51,"the shattered statues and pour revival fluid on them, it'll put people back together."
6,151,00:12:56,i tried that right at the beginning.
6,152,00:12:57,they just went back to being a shattered corpse.
6,153,00:13:01,why wouldn't it work if it's so regenerative?
6,154,00:13:08,yuzuriha...
6,155,00:13:11,taiju's ten billion percent too crude for this.
6,156,00:13:14,you're our ultra-skillful crafts club member.
6,157,00:13:19,it'll be a grueling mission.
6,158,00:13:21,can you do it?
6,159,00:13:34,that really is really grueling.
6,160,00:13:37,but i'll do it!
6,161,00:13:40,that was quick.
6,162,00:13:41,craft is all about perseverance!
6,163,00:13:43,are you sharing secrets?
6,164,00:13:46,no fair! let me in on it!
6,165,00:13:49,"i, um... was saying maybe we should go see tsukasa-kun."
6,166,00:13:54,"oh, yeah?"
6,167,00:13:56,"tsukasa's place, huh?"
6,168,00:13:58,what?!
6,169,00:13:59,why?!
6,170,00:14:01,he's the dangerous man that killed senku!
6,171,00:14:03,"i mean, he's not dead, and he was a good guy, but..."
6,172,00:14:08,"at the very least, he thought he'd killed senku!"
6,173,00:14:12,that's exactly what we accomplished in that fight.
6,174,00:14:17,tsukasa thinks i'm in the afterlife now.
6,175,00:14:21,"meanwhile, i can always know where tsukasa is."
6,176,00:14:25,"we'll have a giant advantage in this battle,"
6,177,00:14:28,if you two can infiltrate the tsukasa empire as spies.
6,178,00:14:36,i gave yuzuriha the details about the mission.
6,179,00:14:39,"taiju, you protect yuzuriha."
6,180,00:14:42,blockheads like you are better off not knowing everything.
6,181,00:14:46,"all right, i got it."
6,182,00:14:47,i'll do it.
6,183,00:14:49,"tsukasa intends to use the miracle water,"
6,184,00:14:53,"revival fluid, to amass an army of young people to make a new world ruled by military might."
6,185,00:14:59,in order to defeat the tsukasa empire
6,186,00:15:02,and stop the mass destruction that is the purification of humanity...
6,187,00:15:07,we'll have to make a revolutionary army that can combat them using science.
6,188,00:15:11,but how are you going to do that on your own?
6,189,00:15:14,yeah.
6,190,00:15:16,"if tsukasa has the miracle water, the nitric acid, you can't make gunpowder,"
6,191,00:15:21,and you can't grow your manpower.
6,192,00:15:25,the answer is obvious.
6,193,00:15:29,i'm going to find the mystery people who fired the smoke signals
6,194,00:15:32,and get them on my side.
6,195,00:15:36,the problem is that they might encounter tsukasa first.
6,196,00:15:42,i'll just have to bet on the chance that they haven't.
6,197,00:15:46,"so, going forward, the two of us will be spies in the tsukasa empire."
6,198,00:15:51,you'll be finding allies for a scientific revolutionary army.
6,199,00:15:55,and we'll each be fighting our own battles.
6,200,00:16:00,that's the idea.
6,201,00:16:02,i'm getting all teary-eyed thinking about our sad goodbye.
6,202,00:16:09,you're both so casual about this.
6,203,00:16:12,"guys really are stoic with each other, huh?"
6,204,00:16:15,yeah.
6,205,00:16:16,senku is always logical.
6,206,00:16:19,we won't be seeing each other for a while.
6,207,00:16:22,"not for weeks, months, maybe even..."
6,208,00:16:44,senku!
6,209,00:16:46,i promise—
6,210,00:16:47,"wait, i can't raise my voice."
6,211,00:17:10,hang in there for the short while that i'm gone.
6,212,00:17:13,"hey, you've been waiting 3,700 years."
6,213,00:17:17,a few more months or years is no big deal.
6,214,00:17:25,we're going to build our kingdom of science.
6,215,00:17:48,"rear right, 57 meters."
6,216,00:17:51,"yes, you, the one who's been following me quietly for the past two minutes."
6,217,00:17:56,who are you?
6,218,00:18:09,blue eyes.
6,219,00:18:10,she's young.
6,220,00:18:12,did taiju and the others just revive her?
6,221,00:18:15,or are there other ways for people to be revived?
6,222,00:18:33,"now, that's not nice."
6,223,00:18:35,"shouldn't you say ""nice to meet you"" first?"
6,224,00:18:38,shut your mouth!
6,225,00:18:39,save your introductions for hell.
6,226,00:18:56,impossible.
6,227,00:18:58,she's too young to have such skill.
6,228,00:19:00,there's no way the martial arts community wouldn't have heard of her.
6,229,00:19:03,who is she?
6,230,00:19:05,i saw everything!
6,231,00:19:07,"you took a woman hostage,"
6,232,00:19:08,and then you ruthlessly killed the gentleman who took the hit for her.
6,233,00:19:14,"i couldn't hear what you were talking about,"
6,234,00:19:16,but i have no interest in your background.
6,235,00:19:20,repent to the sorcerer gentleman until your soul rots away!
6,236,00:19:29,sorcerer?
6,237,00:19:32,"you were just bathed in it moments ago, and you've forgotten already?"
6,238,00:19:35,you were summoning the mountain's wrath with your suspicious black powder!
6,239,00:19:39,the mountain's wrath?
6,240,00:19:42,a volcanic eruption?
6,241,00:19:46,"so you may not be one of the revived, but rather, one of their children."
6,242,00:19:53,or...
6,243,00:19:55,what generation are you?
6,244,00:20:00,"she's of a pure, primitivepeople with no science."
6,245,00:20:04,i could rule over them easily.
6,246,00:20:06,i could kill them easily.
6,247,00:20:08,there's no reason to attack them.
6,248,00:20:12,thus my immediate goal is to return to the cave.
6,249,00:20:17,taiju and yuzuriha have seen how to make gunpowder.
6,250,00:20:21,i need to claim the miracle water before they do.
6,251,00:20:26,this is goodbye.
6,252,00:21:03,you're... the sorcerer gentleman who protected that woman.
6,253,00:21:08,you're alive!
6,254,00:21:09,stop talking.
6,255,00:21:11,you can introduce yourself all you want later.
6,256,00:21:14,don't waste your energy.
6,257,00:21:18,can you hold out until evening?
6,258,00:21:21,"if you're at your limit,"
6,259,00:21:23,i'll take a gamble and blow it up with the little gunpowder i have left.
6,260,00:21:26,"but if you can hold on,"
6,261,00:21:27,"it'll take forever, but i'll save you, ten billion percent."
6,262,00:21:32,you're the only one who can make the decision!
6,263,00:21:35,decide right now!
6,264,00:21:37,which is it?
6,265,00:21:41,"yeah, my organs and bones are all fine."
6,266,00:21:44,i can hold on.
6,267,00:21:59,i'd say the fallen tree weighs roughly one ton.
6,268,00:22:02,"to get it to one side would take half of that, 500 kilograms."
6,269,00:22:05,"assuming my own weight is just over 60 kilograms,"
6,270,00:22:08,multiplied by 2 to the 3rd power to get to 500 kilograms...
6,271,00:22:10,i can just barely make it with three.
6,272,00:22:16,the bamboo's barely strong enough.
6,273,00:22:19,i'll just have to pack them with dirt.
6,274,00:22:25,who would have thought that soap would be so useful now?
6,275,00:22:29,it's an all-star team of great professor senku's inventions.
6,276,00:22:37,what is this?
6,277,00:22:39,this is science.
6,278,00:22:41,it was invented by old man archimedes a few hundred years bc.
6,279,00:22:46,it converts the measly strength of a high school kid into herculean might.
6,280,00:22:51,it's called a pulley!
6,281,00:23:20,amazing.
6,282,00:23:23,"no, i'm not talking about that archi-whoever's wisdom."
6,283,00:23:28,i'm talking about your unwavering diligence in forcing yourself through every step
6,284,00:23:33,until you solve a problem.
6,285,00:23:39,my name is kohaku.
6,286,00:23:41,it seems i've taken quite a liking to you.
6,287,00:23:54,{\an8}two nations of the stone world
6,288,00:23:58,{\an8}next episode
6,289,00:23:58,{\an8}where two million years have gone
6,290,00:24:00,"this is a work of fiction, but the plants,animals, and production methods described are based on reality.foraging and making things on your own accord is extremely dangerousand, in some cases, illegal. please do not imitate without expertise."
7,1,00:00:07,amazing.
7,2,00:00:10,my name is kohaku.
7,3,00:00:13,it seems i've taken quite a liking to you.
7,4,00:00:24,i don't like what i just heard.
7,5,00:00:28,"we just met, and she's already in love?"
7,6,00:00:30,in this state of emergency?
7,7,00:00:32,i didn't say anything about that!
7,8,00:00:34,"i'm saying i like you as a person, so i'll cooperate with you!"
7,9,00:00:38,"oh, i appreciate that, then."
7,10,00:00:40,nothing is as illogical or trouble-prone as relationships.
7,11,00:00:55,"what are you, a new species of hominid that sleeps with a sword?"
7,12,00:00:58,it's because you started talking about relationships.
7,13,00:01:02,"i like the way you live, but i don't trust you yet."
7,14,00:01:06,"i take care of myself, and this habit is a result of that."
7,15,00:01:09,don't take it personally.
7,16,00:01:11,i'm not enough of a hero to assault a lioness willy-nilly.
7,17,00:01:14,hurry up and get some sleep.
7,18,00:01:16,lioness?!
7,19,00:01:17,"i have feelings, too, you know!"
7,20,00:01:19,"you live like a gentleman, but your foul mouth is of another dimension."
7,21,00:01:23,i think i might accidentally kill you someday.
7,22,00:01:25,then go to sleep before you cause any accidents.
7,23,00:01:28,i don't want to get killed twice in the same day.
7,24,00:01:34,"you're fighting against that long-haired man, aren't you?"
7,25,00:01:38,i'll help you.
7,26,00:01:40,"i can't just back down, either."
7,27,00:01:44,yeah.
7,28,00:01:46,that's why i'm making a nation of science.
7,29,00:01:49,"first of all, i need manpower."
7,30,00:01:52,so you want allies.
7,31,00:01:57,then why don't you come with me?
7,32,00:02:00,"you have more of your lion buddies, huh?"
7,33,00:02:04,yeah.
7,34,00:02:05,i'm sure they'll be dependable allies.
7,35,00:02:07,i know one man who'd be perfect.
7,36,00:02:10,"allow me to guide you, senku."
7,37,00:02:12,come with me.
7,38,00:03:45,{\an8}where two million years have gone
7,39,00:03:51,hot water?
7,40,00:03:53,yeah.
7,41,00:03:54,i take it home to make a hot spring bath.
7,42,00:03:58,for healing purposes.
7,43,00:04:00,you look like a ten billion percent healthy kid to me.
7,44,00:04:04,what use does a lively lioness like you have with any more healing?
7,45,00:04:08,i'm not a lioness!
7,46,00:04:10,and it's not for me! it's for my sister!
7,47,00:04:12,honestly...
7,48,00:04:14,she's such a troublesome nuisance of an older sister.
7,49,00:04:18,she's been especially sick lately.
7,50,00:04:21,if only i could swap her body with my exceedingly healthy one...
7,51,00:04:30,that jar looks like a little less than fifty liters.
7,52,00:04:34,it's not quite enough for a bath.
7,53,00:04:38,how many trips do you make with that heavy-ass jar?
7,54,00:04:42,every single day...
7,55,00:04:44,it's just part of my daily training.
7,56,00:04:47,"i'm a lot stronger thanks to it, too."
7,57,00:04:50,i should be grateful to my nuisance sis—
7,58,00:04:56,"you haven't fully recovered yet, have you?"
7,59,00:05:00,i can't have you overexerting yourself and dying on me.
7,60,00:05:03,hand it over.
7,61,00:05:05,senku...
7,62,00:05:09,you're the one overexerting yourself.
7,63,00:05:11,is everyone other than me in this stone world a gorilla?
7,64,00:05:16,"kohaku, tsukasa, taiju..."
7,65,00:05:18,gorilla?!
7,66,00:05:20,at least call me a lioness! that was better!
7,67,00:05:22,that's not the point here.
7,68,00:05:28,i'm impressed you built such a useful thing so quickly.
7,69,00:05:31,it wasn't quick.
7,70,00:05:33,i managed to use the pulleys from yesterday as wheels.
7,71,00:05:36,civilization births civilization.
7,72,00:05:39,applying developments is the basis of science.
7,73,00:05:42,turn right up there.
7,74,00:05:44,not that right!
7,75,00:05:50,"look, senku. there it is."
7,76,00:06:00,welcome to my village.
7,77,00:06:06,how many people do you have here?
7,78,00:06:08,"i don't remember how many retirees and children there are,"
7,79,00:06:11,"but aside from them, i think there are exactly forty."
7,80,00:06:14,forty...
7,81,00:06:19,kohaku and the rest of them
7,82,00:06:21,apparently don't know anything about modern technology.
7,83,00:06:23,so this is a settlement of revived people.
7,84,00:06:28,which means there must have been a first generation.
7,85,00:06:32,"for example, hundreds of years ago,"
7,86,00:06:35,there might've been a first-generation science man
7,87,00:06:38,like me who made revival fluid.
7,88,00:06:41,"there's no sign of revival fluid or any kind of science being passed down here, though."
7,89,00:06:48,where did these people come from?
7,90,00:07:02,"don't be violent, kinro, ginro."
7,91,00:07:05,this man saved my life.
7,92,00:07:07,"you can't do that, kohaku-chan."
7,93,00:07:09,that's not good.
7,94,00:07:11,outsiders aren't allowed here. that's a rule.
7,95,00:07:15,the chief's going to be angry with you.
7,96,00:07:17,it's a simple fact.
7,97,00:07:20,the rules are the rules.
7,98,00:07:22,there are no people outside the village.
7,99,00:07:24,all those outside are criminals who were banished before.
7,100,00:07:27,"therefore, i can't let you in."
7,101,00:07:30,"there's no room for consideration, even if he may have saved your life."
7,102,00:07:35,oh?
7,103,00:07:36,"you leave me no choice, then."
7,104,00:07:39,shall we fight here and now?
7,105,00:07:41,"oh, dear, it's two on one."
7,106,00:07:46,you clearly have an advantage.
7,107,00:07:52,you're so short-tempered.
7,108,00:07:55,and you make such a nasty face.
7,109,00:07:59,sorcery!
7,110,00:08:07,what is this?
7,111,00:08:09,what are these suspicious floating orbs?
7,112,00:08:15,"so that's the level you're at, huh?"
7,113,00:08:19,"i guess i'm taking all of this, then."
7,114,00:08:21,i'm going to get all forty of you on my side with science.
7,115,00:08:27,this is exhilarating.
7,116,00:08:30,you make such a nasty face.
7,117,00:08:32,"that's pretty sketchy, you know."
7,118,00:08:33,i can't stop them!
7,119,00:08:36,"the more i stab, the more appear."
7,120,00:08:38,"all right, then."
7,121,00:08:39,i'll have to use...
7,122,00:08:41,special technique: let someone else handle it!
7,123,00:08:41,{\an8}special technique:let someone else handle it!
7,124,00:08:44,"hey, chrome, it's sorcery!"
7,125,00:08:47,"quit freaking out, ginro."
7,126,00:08:50,i'm already here.
7,127,00:08:52,i saw these from the coast.
7,128,00:08:55,i'd be crazy not to come here right away.
7,129,00:08:59,hey!
7,130,00:09:00,i'm chrome.
7,131,00:09:01,"i'm an insanely smart, genius sorcerer!"
7,132,00:09:13,"looks like we won't have to go find him, senku."
7,133,00:09:17,this is the man i told you about yesterday.
7,134,00:09:20,"a sorcerer, huh?"
7,135,00:09:24,i'm senku.
7,136,00:09:25,i'm a scientist.
7,137,00:09:27,"don't let him scare you with his cheap sorcery, ginro, kinro."
7,138,00:09:32,you can make plenty of this stuff from coal suds.
7,139,00:09:38,i wasn't scared.
7,140,00:09:40,you're a fool if you aren't cautious of the unknown.
7,141,00:09:43,i was pretty scared.
7,142,00:09:46,"why are you here, chrome?"
7,143,00:09:48,"i have no interest in relying on your dubious, so-called ""sorcery."""
7,144,00:09:51,i don't care.
7,145,00:09:53,do as you like.
7,146,00:09:55,but this is one thing i'm not backing down on.
7,147,00:09:58,no one beats me in sorcery!
7,148,00:10:00,"don't get in my way, guys."
